name,type,A_error_tucker 1,A_error_tucker 2,A_error_tucker 3,F_error_tucker,Y_error_tucker,A_error_ptucker 1,A_error_ptucker 2,A_error_ptucker 3,F_error_ptucker,Y_error_ptucker,G_1_error 1,G_1_error 2,G_1_error 3
growing_dimension_I_100_R_3_SNR_0.5,mean,1.5957526163486464,1.58779227856501,1.5872283192256065,1.6333030963918935,1.5537998016045202,0.27309043399006017,0.2806117663291617,0.2780786081738682,0.7007467951648562,0.2830396944244519,0.2772816756971563,0.4389014534206266,0.3150477786016221
growing_dimension_I_100_R_3_SNR_0.5,std,0.21705613950954653,0.21527876972843812,0.211250576058439,0.31575461861171383,0.3239618885648581,0.07245304062665323,0.07209945076335621,0.07393722704679095,0.5111628096883856,0.0631130554410351,0.9221405026005162,1.121358052312191,0.9171143666852908
growing_dimension_I_200_R_3_SNR_0.1,mean,1.7186571042012075,1.719055631034293,1.7192396253654099,10.206468366131526,10.181510873766896,1.2869722961056498,1.302361180894593,1.292103043093995,2.4721851989553723,2.3405460936556373,1.569491548060341,1.734917559125951,1.8754579819841135
growing_dimension_I_200_R_3_SNR_0.1,std,0.006611224617738783,0.006116808447877362,0.005868760675873712,2.0707798107812265,2.0447596453687167,0.1527788760515482,0.15177891802493354,0.12819122428291474,0.5175402882907575,0.48444810540496386,0.9536532624563843,0.7910178424331676,0.6600285775624479
growing_dimension_I_200_R_3_SNR_0.3,mean,1.7194341726491655,1.7181914393600501,1.7179349926704544,3.86802956976713,3.837657992377889,0.7116501503235081,0.6932271806018356,0.7103110478907915,1.2261701550521995,0.7435619115173231,0.6097314202059059,0.9466810045937837,1.2131556692225203
growing_dimension_I_200_R_3_SNR_0.3,std,0.005602031656100585,0.006552246191941585,0.006478485489242163,0.7793987659372271,0.7508076686861623,0.21508659035263922,0.20664186574217602,0.2210523885072675,0.45846438470667983,0.21796554306848154,1.11890543839871,1.1963330771138192,1.1738796114784031
growing_dimension_I_200_R_3_SNR_0.5,mean,1.6822840642766936,1.6728133823346558,1.6701620078010035,1.6025745065924502,1.592348812884542,0.19488697430312357,0.18898870348411,0.182950097837289,0.6446259975713093,0.19564778780752462,0.36762410737686574,0.41315694448840384,0.22726763778262765
growing_dimension_I_200_R_3_SNR_0.5,std,0.08767007034825063,0.10301944021880348,0.10727757235566024,0.297808833145757,0.25016742248004387,0.04881937107993975,0.047664381191938616,0.04620815999663853,0.5291563150000419,0.04405633206569683,1.025134691607696,1.0115432248127039,0.7650362038221766
growing_dimension_I_300_R_3_SNR_0.1,mean,1.7241390753851449,1.7234669008373447,1.7239687508267918,11.773206526439244,11.784021094179872,1.265671672522853,1.2677573644700504,1.2647530175677988,2.406960557863507,2.223152112426418,1.8434005545111851,1.7489452595912485,1.79190631103245
growing_dimension_I_300_R_3_SNR_0.1,std,0.003734490844722451,0.004176462387165343,0.003452556169024905,2.5678449145947164,2.5372451529423197,0.1629394451648843,0.15888640693497458,0.1493581218695444,0.4587593551443955,0.5046351218600763,1.1246405134557003,0.851713169732286,0.6294223189648352
growing_dimension_I_300_R_3_SNR_0.3,mean,1.7233684651268095,1.7236021614784753,1.7226024047480955,4.095229451951774,4.0953471154285985,0.5771288458339187,0.563599373289057,0.5530188779214277,1.135481052034588,0.6039712956270306,0.49321445969820316,0.900107900473301,1.092465971012036
growing_dimension_I_300_R_3_SNR_0.3,std,0.004205961704708338,0.003936360906842515,0.005014752560411554,0.8001586648518736,0.7688054902492917,0.18271322962660047,0.18451797477607587,0.18805034655881994,0.4488713426338058,0.17164064341433713,1.0699351900030694,1.2949147950928175,1.3354417182360585
growing_dimension_I_300_R_3_SNR_0.5,mean,1.6522508149983315,1.653888767233713,1.6505709456257767,1.539278225040666,1.5029147127189777,0.15080939322445072,0.14879831925451492,0.14695732908432396,0.5438759672619738,0.15048809016640335,0.13790125192232766,0.3104057568501551,0.19194464670640302
growing_dimension_I_300_R_3_SNR_0.5,std,0.22733274547219956,0.20031382457934177,0.21289107011687686,0.2756141001733252,0.3149160560565943,0.04164798920807528,0.042323495378067975,0.04199618568518816,0.4947395958887533,0.039180675060918116,0.6734071891083567,0.9946622274127193,0.7705860250291436
unbalanced_dimension_I_100_100_200_R_3_SNR_0.3,mean,1.7053053334567982,1.7040457819507546,1.7189975220199303,3.7669035252699903,3.7620720486966945,0.8508603603797752,0.8524586833324296,0.8247715071957711,1.3734014794716014,0.9329252010672527,0.67377814286017,1.2386495340498416,1.497900958698135
unbalanced_dimension_I_100_100_200_R_3_SNR_0.3,std,0.011600923777126586,0.013686381029494914,0.006841325185618197,0.7343053778658936,0.687892884295387,0.2097593747565995,0.21477566439790452,0.22782721935782715,0.33745891264925026,0.24612935989673154,1.0544642469164092,1.2034614272198585,1.0850976322168777
unbalanced_dimension_I_100_100_200_R_3_SNR_0.5,mean,1.6507357840768722,1.6388861219238238,1.65999227946521,1.740906764978399,1.6921455208302065,0.27171235207258243,0.26095622938253643,0.2647679851237838,0.6558715401653618,0.271930346054077,0.08210464916055801,0.42606929466331733,0.3969503775497937
unbalanced_dimension_I_100_100_200_R_3_SNR_0.5,std,0.1246120373395489,0.13999982629449026,0.13964349069765647,0.3204145142740376,0.30162016905714445,0.06414207131923015,0.06274768135733402,0.07094377979391805,0.48139392158137123,0.05764283513945963,0.3922837469758731,1.0526280678993072,0.9906253100896237
unbalanced_dimension_I_100_100_400_R_3_SNR_0.3,mean,1.703116885975943,1.705831057874953,1.7249646517520014,4.339809503353159,4.337706848387113,0.8630147731994993,0.8588227430644872,0.8676303801878471,1.3666534887393595,0.9349735434946144,0.8668384257838866,0.9852508951900415,1.4727395682697477
unbalanced_dimension_I_100_100_400_R_3_SNR_0.3,std,0.012422623013190593,0.011946058164311631,0.0028802196394187357,0.8277311063315459,0.8393907993597333,0.23190001769981017,0.24744209561057517,0.2445102529293072,0.4437903878189125,0.26479384479057566,1.2909588718730654,1.0446991516304958,1.0896963950709
unbalanced_dimension_I_100_100_400_R_3_SNR_0.5,mean,1.6712634267791977,1.6677824182636787,1.701394977549337,2.0231534491784458,1.9652060343177922,0.27563754007323504,0.271082910449268,0.2781234264649973,0.8505328859889792,0.2832835347769039,0.36266729729085084,0.38287381895441697,0.4561884400428826
unbalanced_dimension_I_100_100_400_R_3_SNR_0.5,std,0.14019730524579874,0.13310340490375927,0.09123257687022242,0.30688681415776325,0.3464800081646018,0.06784407596323586,0.07551436918372531,0.06599148771961832,0.520237177315299,0.06498581998276065,1.0634144353867876,0.9637913704888019,1.0772063582643194
unbalanced_dimension_I_100_200_200_R_3_SNR_0.3,mean,1.705155649304629,1.7187017379635148,1.7181079299706374,4.202967639651746,4.226968569140402,0.8874905229553527,0.8632968099484765,0.9013231761546068,1.401072202645031,0.9773933308429728,0.5845714374519649,1.2158689736393833,1.2505351063590084
unbalanced_dimension_I_100_200_200_R_3_SNR_0.3,std,0.011636325758114767,0.0057132116156969216,0.006276879110715236,0.8622145779497785,0.826228717133978,0.24664846307931176,0.21561255245522148,0.22539545819167778,0.4418630145149611,0.26675770517896175,1.0081232663497215,1.1632776402489882,0.9184649127098671
unbalanced_dimension_I_100_200_200_R_3_SNR_0.5,mean,1.6789197694545752,1.6922568250913073,1.6854265758104492,1.8361014343926703,1.8738466419260984,0.2742479650627775,0.27332687750229057,0.2638499215398988,0.7413709764427976,0.2791676563896532,0.4975399552402402,0.3315490065845712,0.42844263041531144
unbalanced_dimension_I_100_200_200_R_3_SNR_0.5,std,0.11197313957102802,0.09098326300006677,0.13254050880646331,0.38738545491745974,0.323735766574722,0.07933669195039862,0.06831130569264608,0.06256562256264327,0.5384184810543376,0.06820720241372313,1.2241397927414355,0.8863039074464584,1.0686435789710924
unbalanced_dimension_I_100_200_400_R_3_SNR_0.3,mean,1.7052486149903026,1.7175153267318384,1.7253689910268883,4.803157101234095,4.789558987017278,0.8658333498188273,0.8455696557622586,0.8730641906130989,1.429311216700959,0.9527040633000706,0.7705214481181583,1.1758210573297945,1.4715988543257856
unbalanced_dimension_I_100_200_400_R_3_SNR_0.3,std,0.01255241010660505,0.006978579794175079,0.002994859985853324,0.9350902288437777,0.9276053618505414,0.2433753719945574,0.2182092180245609,0.21260297392283925,0.38131374730629314,0.2608325402698543,1.196199555240018,1.1593632292030192,1.0411511468749188
unbalanced_dimension_I_100_200_400_R_3_SNR_0.5,mean,1.7043309775123825,1.7171617474276875,1.7244889431779316,2.126069081402952,2.1253827843053643,0.2804217697933473,0.274095533586604,0.2734764769449427,0.7112742725288216,0.28505961438290994,0.3170082802422276,0.24575205249334192,0.48201865951522693
unbalanced_dimension_I_100_200_400_R_3_SNR_0.5,std,0.012956259645773736,0.006656379051356369,0.004133703447648888,0.37944690362397704,0.3222479665633144,0.07191085495329198,0.060170772337003686,0.06305138902603721,0.49400334140893554,0.06029065279109262,0.9674654023531614,0.7217379208189549,1.1329872199867017
